Kod TERYT,Gmina,Powiat,Województwo,Liczba wyborców uprawnionych do głosowania,Liczba otrzymanych kopert zwrotnych,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,PO,Konfederacja,PSL,PIS,SLD,Inne
241101,m. Racibórz,raciborski,śląskie,41656,5,0,22669,204,22465,7269,1306,1183,9810.0,2601,296.0
241102,gm. Kornowac,raciborski,śląskie,3997,0,0,2305,24,2281,453,143,148,1360.0,152,25.0
241103,gm. Krzanowice,raciborski,śląskie,4603,0,0,1906,24,1882,686,129,87,828.0,124,28.0
241104,gm. Krzyżanowice,raciborski,śląskie,8971,1,0,4021,84,3937,1159,272,398,1775.0,281,52.0
241105,gm. Kuźnia Raciborska,raciborski,śląskie,9143,0,0,4124,61,4063,1156,322,412,1700.0,389,84.0
241106,gm. Nędza,raciborski,śląskie,5688,0,0,2674,44,2630,716,193,228,1278.0,194,21.0
241107,gm. Pietrowice Wielkie,raciborski,śląskie,5437,0,0,2349,31,2318,649,142,131,1187.0,186,23.0
241108,gm. Rudnik,raciborski,śląskie,4095,1,0,1761,26,1735,412,95,112,984.0,103,29.0
241201,gm. Czerwionka-Leszczyny,rybnicki,śląskie,31932,0,0,18987,200,18787,5425,1202,768,9893.0,1204,295.0
241202,gm. Gaszowice,rybnicki,śląskie,7445,1,0,4597,63,4534,1183,338,230,2311.0,393,79.0
241203,gm. Jejkowice,rybnicki,śląskie,3171,0,0,2125,16,2109,491,150,122,1145.0,157,44.0
241204,gm. Lyski,rybnicki,śląskie,7673,0,0,4644,57,4587,1221,282,422,2272.0,312,78.0
241205,gm. Świerklany,rybnicki,śląskie,9380,0,0,6206,61,6145,1158,529,309,3696.0,366,87.0
241301,m. Kalety,tarnogórski,śląskie,6987,0,1,3972,55,3917,1066,237,352,1818.0,355,89.0
241302,m. Miasteczko Śląskie,tarnogórski,śląskie,5739,0,0,3249,44,3205,728,196,207,1737.0,270,67.0
241303,m. Radzionków,tarnogórski,śląskie,12975,1,0,8267,77,8190,2169,630,532,3893.0,829,137.0
241304,m. Tarnowskie Góry,tarnogórski,śląskie,48294,2,0,30898,233,30665,9713,1796,2238,11724.0,4622,572.0
241305,gm. Krupski Młyn,tarnogórski,śląskie,2624,0,0,1589,23,1566,339,110,139,707.0,206,65.0
241306,gm. Ożarowice,tarnogórski,śląskie,4708,1,0,3084,51,3033,684,222,371,1316.0,392,48.0
241307,gm. Świerklaniec,tarnogórski,śląskie,9674,0,1,6081,59,6022,1843,351,431,2562.0,704,131.0
241308,gm. Tworóg,tarnogórski,śląskie,6581,0,0,3684,39,3645,889,250,334,1755.0,342,75.0
241309,gm. Zbrosławice,tarnogórski,śląskie,12331,0,0,6658,72,6586,2101,515,657,2504.0,680,129.0
241401,m. Bieruń,bieruńsko-lędziński,śląskie,15067,0,0,9533,108,9425,2160,779,466,5206.0,814,0.0
241402,m. Imielin,bieruńsko-lędziński,śląskie,7019,0,0,4679,45,4634,1386,323,245,2304.0,376,0.0
241403,m. Lędziny,bieruńsko-lędziński,śląskie,12697,0,0,7779,95,7684,1521,515,366,4698.0,584,0.0
241404,gm. Bojszowy,bieruńsko-lędziński,śląskie,6073,0,0,4299,49,4250,894,308,187,2624.0,237,0.0
241405,gm. Chełm Śląski,bieruńsko-lędziński,śląskie,4870,0,0,3201,23,3178,804,221,146,1765.0,242,0.0
241501,m. Pszów,wodzisławski,śląskie,10788,0,2,6279,57,6222,1390,490,321,3351.0,591,79.0
241502,m. Radlin,wodzisławski,śląskie,13581,0,0,8176,80,8096,2139,548,446,3781.0,1055,127.0
241503,m. Rydułtowy,wodzisławski,śląskie,16337,1,3,9610,107,9503,2345,711,509,4643.0,1129,166.0
241504,m. Wodzisław Śląski,wodzisławski,śląskie,36608,0,0,22543,196,22347,6050,1569,1139,10697.0,2510,382.0
241505,gm. Godów,wodzisławski,śląskie,10807,0,0,6937,72,6865,1380,465,601,3828.0,511,80.0
241506,gm. Gorzyce,wodzisławski,śląskie,16272,1,1,9728,98,9630,2214,722,719,5153.0,638,184.0
241507,gm. Lubomia,wodzisławski,śląskie,6188,0,0,3338,46,3292,660,215,168,1998.0,205,46.0
241508,gm. Marklowice,wodzisławski,śląskie,4226,0,0,2720,18,2702,567,170,164,1549.0,213,39.0
241509,gm. Mszana,wodzisławski,śląskie,5911,0,0,3898,31,3867,650,213,183,2619.0,164,38.0
241601,m. Poręba,zawierciański,śląskie,7226,0,1,4274,47,4227,1472,283,219,1563.0,690,0.0
241602,m. Zawiercie,zawierciański,śląskie,39523,4,0,24290,211,24079,7066,1970,1493,9378.0,4172,0.0
241603,gm. Irządze,zawierciański,śląskie,2181,0,0,1272,14,1258,101,60,104,898.0,95,0.0
241604,gm. Kroczyce,zawierciański,śląskie,5211,0,0,3069,37,3032,616,241,240,1645.0,290,0.0
241605,gm. Łazy,zawierciański,śląskie,12710,1,0,7919,84,7835,2094,642,384,3407.0,1308,0.0
241606,gm. Ogrodzieniec,zawierciański,śląskie,7577,0,0,4657,55,4602,986,561,272,2139.0,644,0.0
241607,gm. Pilica,zawierciański,śląskie,7090,0,0,4418,55,4363,476,289,580,2614.0,404,0.0
241608,gm. Szczekociny,zawierciański,śląskie,6402,0,0,3670,49,3621,423,226,311,2243.0,418,0.0
241609,gm. Włodowice,zawierciański,śląskie,4301,0,0,2623,32,2591,633,198,154,1338.0,268,0.0
241610,gm. Żarnowiec,zawierciański,śląskie,3762,0,0,2323,36,2287,123,103,299,1560.0,202,0.0
241701,m. Żywiec,żywiecki,śląskie,24533,2,1,15805,144,15661,4728,1209,915,6991.0,1818,0.0
241702,gm. Czernichów,żywiecki,śląskie,5262,0,0,3438,35,3403,716,226,182,2076.0,203,0.0
241703,gm. Gilowice,żywiecki,śląskie,4893,0,0,3138,47,3091,464,194,443,1779.0,211,0.0
241704,gm. Jeleśnia,żywiecki,śląskie,10920,0,0,6567,91,6476,1145,335,444,4210.0,342,0.0
241705,gm. Koszarawa,żywiecki,śląskie,2018,0,0,1217,30,1187,150,81,40,850.0,66,0.0
241706,gm. Lipowa,żywiecki,śląskie,8360,0,1,5047,59,4988,1169,408,376,2598.0,437,0.0
241707,gm. Łękawica,żywiecki,śląskie,3576,0,0,2259,23,2236,424,114,152,1370.0,176,0.0
241708,gm. Łodygowice,żywiecki,śląskie,11373,0,2,7479,75,7404,1553,560,544,4025.0,722,0.0
241709,gm. Milówka,żywiecki,śląskie,7990,0,0,4732,42,4690,722,250,259,3202.0,257,0.0
241710,gm. Radziechowy-Wieprz,żywiecki,śląskie,10259,0,0,6186,70,6116,875,373,329,4168.0,371,0.0
241711,gm. Rajcza,żywiecki,śląskie,7036,0,0,4005,51,3954,646,205,259,2545.0,299,0.0
241712,gm. Ślemień,żywiecki,śląskie,2898,0,0,1900,21,1879,333,96,95,1254.0,101,0.0
241713,gm. Świnna,żywiecki,śląskie,6451,0,0,4071,52,4019,814,287,316,2302.0,300,0.0
241714,gm. Ujsoły,żywiecki,śląskie,3682,0,0,2112,24,2088,391,94,147,1307.0,149,0.0
241715,gm. Węgierska Górka,żywiecki,śląskie,11762,0,0,7341,97,7244,1255,492,475,4593.0,429,0.0
246101,m. Bielsko-Biała,Bielsko-Biała,śląskie,131455,26,5,88732,599,88133,30321,6399,4652,34681.0,12080,0.0
246201,m. Bytom,Bytom,śląskie,118782,3,1,67053,785,66268,19353,4568,3841,25846.0,10337,2323.0
246301,m. Chorzów,Chorzów,śląskie,79689,8,5,48138,537,47601,19977,3694,2137,15843.0,5950,0.0
246401,m. Częstochowa,Częstochowa,śląskie,173075,27,12,113973,783,113190,32199,6844,4739,42304.0,23834,3270.0
246501,m. Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie,94046,10,0,60082,489,59593,16897,3659,2550,21208.0,15279,0.0
246601,m. Gliwice,Gliwice,śląskie,136344,13,2,89622,773,88849,34874,6677,4316,28167.0,12089,2726.0
246701,m. Jastrzębie-Zdrój,Jastrzębie-Zdrój,śląskie,68314,1,2,41633,396,41237,9581,2970,1801,21993.0,4373,519.0
246801,m. Jaworzno,Jaworzno,śląskie,70863,6,0,43863,427,43436,13817,3065,2646,17688.0,6220,0.0
246901,m. Katowice,Katowice,śląskie,227769,22,4,153865,1254,152611,62465,11083,6033,51632.0,21398,0.0
247001,m. Mysłowice,Mysłowice,śląskie,55999,5,6,35757,297,35460,11972,2404,1784,15386.0,3914,0.0
247101,m. Piekary Śląskie,Piekary Śląskie,śląskie,42370,3,0,26131,287,25844,10326,1429,829,11370.0,1890,0.0
247201,m. Ruda Śląska,Ruda Śląska,śląskie,104865,2,0,63085,645,62440,20522,4749,3016,27634.0,6519,0.0
247301,m. Rybnik,Rybnik,śląskie,104680,11,0,65411,559,64852,19732,4725,3425,29524.0,6424,1022.0
247401,m. Siemianowice Śląskie,Siemianowice Śląskie,śląskie,50692,3,1,32027,338,31689,12396,2401,1290,11232.0,4370,0.0
247501,m. Sosnowiec,Sosnowiec,śląskie,158349,14,3,101387,794,100593,31068,5332,3501,33731.0,26961,0.0
247601,m. Świętochłowice,Świętochłowice,śląskie,37258,3,0,21136,253,20883,7597,1587,1025,8357.0,2317,0.0
247701,m. Tychy,Tychy,śląskie,96490,5,5,64493,559,63934,22663,4923,2988,25979.0,7381,0.0
247801,m. Zabrze,Zabrze,śląskie,128001,7,3,68386,776,67610,22236,6369,3592,24487.0,9500,1426.0
247901,m. Żory,Żory,śląskie,46109,3,0,29141,261,28880,8379,2201,1676,13096.0,3103,425.0
260101,gm. Busko-Zdrój,buski,świętokrzyskie,27058,1,0,16155,144,16011,2601,900,1977,8435.0,1736,362.0
260102,gm. Gnojno,buski,świętokrzyskie,3648,0,0,1890,33,1857,62,43,216,1400.0,109,27.0
260103,gm. Nowy Korczyn,buski,świętokrzyskie,4991,0,0,2717,33,2684,133,82,738,1588.0,105,38.0
260104,gm. Pacanów,buski,świętokrzyskie,6111,0,1,3087,29,3058,147,132,534,2013.0,155,77.0
260105,gm. Solec-Zdrój,buski,świętokrzyskie,4545,0,0,2548,41,2507,266,87,481,1452.0,167,54.0
260106,gm. Stopnica,buski,świętokrzyskie,6175,0,0,3322,30,3292,203,151,564,2193.0,144,37.0
260107,gm. Tuczępy,buski,świętokrzyskie,3041,0,0,1660,29,1631,90,62,195,1179.0,94,11.0
260108,gm. Wiślica,buski,świętokrzyskie,4559,0,0,2339,33,2306,157,99,272,1579.0,157,42.0
260201,gm. Imielno,jędrzejowski,świętokrzyskie,3586,0,0,1888,30,1858,106,78,290,1269.0,94,21.0
260202,gm. Jędrzejów,jędrzejowski,świętokrzyskie,22274,1,0,13138,143,12995,2093,677,1196,7465.0,1298,266.0
260203,gm. Małogoszcz,jędrzejowski,świętokrzyskie,9179,0,0,5345,57,5288,408,294,403,3818.0,259,106.0
260204,gm. Nagłowice,jędrzejowski,świętokrzyskie,3980,0,0,2174,41,2133,79,97,464,1355.0,118,20.0
260205,gm. Oksa,jędrzejowski,świętokrzyskie,3785,0,0,2118,28,2090,120,73,358,1417.0,94,28.0
260206,gm. Sędziszów,jędrzejowski,świętokrzyskie,10183,0,0,5592,61,5531,379,260,931,3403.0,480,78.0
260207,gm. Słupia (Jędrzejowska),jędrzejowski,świętokrzyskie,3538,0,0,1913,44,1869,50,51,513,1156.0,83,16.0
260208,gm. Sobków,jędrzejowski,świętokrzyskie,6866,0,0,4093,59,4034,339,253,394,2717.0,238,93.0
260209,gm. Wodzisław,jędrzejowski,świętokrzyskie,5820,0,0,3174,39,3135,220,138,479,2061.0,191,46.0
260301,gm. Bejsce,kazimierski,świętokrzyskie,3322,0,0,1523,16,1507,116,56,310,916.0,92,17.0
260302,gm. Czarnocin,kazimierski,świętokrzyskie,3219,0,0,1536,21,1515,62,55,327,977.0,69,25.0
260303,gm. Kazimierza Wielka,kazimierski,świętokrzyskie,13192,1,0,6621,93,6528,1094,360,845,3724.0,413,92.0
260304,gm. Opatowiec,kazimierski,świętokrzyskie,2996,0,0,1396,17,1379,119,75,351,732.0,96,6.0
260305,gm. Skalbmierz,kazimierski,świętokrzyskie,5327,1,0,2534,25,2509,136,112,571,1588.0,82,20.0
260401,gm. Bieliny,kielecki,świętokrzyskie,8017,0,1,4542,50,4492,312,347,320,3235.0,203,75.0
260402,gm. Bodzentyn,kielecki,świętokrzyskie,9267,0,0,4973,75,4898,540,296,513,3133.0,291,125.0
260403,gm. Chęciny,kielecki,świętokrzyskie,12325,0,0,7508,78,7430,1086,551,656,4349.0,590,198.0
260404,gm. Chmielnik,kielecki,świętokrzyskie,8972,0,0,5086,78,5008,467,290,500,3269.0,343,139.0
260405,gm. Daleszyce,kielecki,świętokrzyskie,12581,0,0,7331,78,7253,1017,529,719,4285.0,500,203.0
260406,gm. Górno,kielecki,świętokrzyskie,11257,0,0,7026,59,6967,787,518,473,4581.0,444,164.0
260407,gm. Łagów,kielecki,świętokrzyskie,5570,0,0,2932,42,2890,138,149,308,2135.0,103,57.0
260408,gm. Łopuszno,kielecki,świętokrzyskie,7255,0,0,4375,46,4329,277,347,487,2909.0,233,76.0
260409,gm. Masłów,kielecki,świętokrzyskie,8664,0,0,5442,42,5400,1042,393,447,2840.0,472,206.0
260410,gm. Miedziana Góra,kielecki,świętokrzyskie,9139,1,1,5687,57,5630,923,421,619,2971.0,490,206.0
260411,gm. Mniów,kielecki,świętokrzyskie,7479,0,0,4317,61,4256,333,225,316,3132.0,176,74.0
260412,gm. Morawica,kielecki,świętokrzyskie,13431,0,0,8224,80,8144,1784,539,614,4269.0,718,220.0
260413,gm. Nowa Słupia,kielecki,świętokrzyskie,7872,0,0,4100,38,4062,368,219,233,2699.0,461,82.0
260414,gm. Piekoszów,kielecki,świętokrzyskie,13139,0,1,7750,92,7658,856,512,624,4841.0,549,276.0
260415,gm. Pierzchnica,kielecki,świętokrzyskie,3976,0,0,2232,41,2191,173,81,230,1539.0,123,45.0
260416,gm. Raków,kielecki,świętokrzyskie,4675,0,0,2419,35,2384,159,94,270,1691.0,132,38.0
260417,gm. Sitkówka-Nowiny,kielecki,świętokrzyskie,5972,0,0,3808,36,3772,765,324,535,1733.0,322,93.0
260418,gm. Strawczyn,kielecki,świętokrzyskie,8504,0,0,5193,50,5143,473,431,370,3474.0,257,138.0
260419,gm. Zagnańsk,kielecki,świętokrzyskie,10377,0,4,6479,81,6398,1121,493,399,3573.0,630,182.0
260501,gm. Fałków,konecki,świętokrzyskie,3688,0,0,1920,31,1889,125,71,126,1438.0,114,15.0
260502,gm. Gowarczów,konecki,świętokrzyskie,3827,0,0,2119,39,2080,133,76,146,1408.0,281,36.0
260503,gm. Końskie,konecki,świętokrzyskie,28759,0,0,17137,174,16963,2776,945,1033,9192.0,2732,285.0
260504,gm. Radoszyce,konecki,świętokrzyskie,7231,0,0,3743,45,3698,219,188,238,2772.0,223,58.0
260505,gm. Ruda Maleniecka,konecki,świętokrzyskie,2603,0,0,1543,22,1521,119,70,148,1036.0,126,22.0
260506,Słupia Konecka,konecki,świętokrzyskie,2724,0,0,1454,32,1422,77,81,175,993.0,70,26.0
260507,gm. Smyków,konecki,świętokrzyskie,3031,0,0,1680,25,1655,128,86,109,1207.0,84,41.0
260508,gm. Stąporków,konecki,świętokrzyskie,14158,0,0,7258,99,7159,866,356,950,3991.0,839,157.0
260601,gm. Baćkowice,opatowski,świętokrzyskie,3959,0,0,2110,38,2072,83,84,213,1569.0,84,39.0
260602,gm. Iwaniska,opatowski,świętokrzyskie,5489,0,0,2933,67,2866,94,118,467,2039.0,110,38.0
260603,gm. Lipnik,opatowski,świętokrzyskie,4373,0,0,2086,22,2064,120,82,265,1437.0,116,44.0
260604,gm. Opatów,opatowski,świętokrzyskie,9628,0,0,5245,106,5139,499,225,726,3083.0,442,164.0
260605,gm. Ożarów,opatowski,świętokrzyskie,8663,3,0,4493,91,4402,458,235,749,2475.0,387,98.0
260606,gm. Sadowie,opatowski,świętokrzyskie,3271,0,0,1756,18,1738,125,80,204,1159.0,132,38.0
260607,gm. Tarłów,opatowski,świętokrzyskie,4400,0,0,2144,32,2112,124,85,253,1477.0,128,45.0
260608,gm. Wojciechowice,opatowski,świętokrzyskie,3337,0,0,1711,39,1672,95,82,372,972.0,115,36.0
260701,m. Ostrowiec Świętokrzyski,ostrowiecki,świętokrzyskie,54228,0,0,30248,339,29909,6771,1733,2148,13448.0,5046,763.0
260702,gm. Bałtów,ostrowiecki,świętokrzyskie,2985,0,0,1660,35,1625,292,100,147,946.0,115,25.0
260703,gm. Bodzechów,ostrowiecki,świętokrzyskie,10862,0,0,5783,99,5684,944,364,507,2996.0,692,181.0
260704,gm. Ćmielów,ostrowiecki,świętokrzyskie,5995,0,0,2914,42,2872,359,206,328,1529.0,354,96.0
260705,gm. Kunów,ostrowiecki,świętokrzyskie,7911,0,0,4306,69,4237,587,282,340,2416.0,499,113.0
260706,gm. Waśniów,ostrowiecki,świętokrzyskie,5418,0,0,2649,41,2608,132,131,285,1891.0,118,51.0
260801,gm. Działoszyce,pińczowski,świętokrzyskie,4179,1,0,2014,24,1990,140,69,396,1226.0,138,21.0
260802,gm. Kije,pińczowski,świętokrzyskie,3680,0,0,2156,26,2130,177,147,213,1401.0,132,60.0
260803,gm. Michałów,pińczowski,świętokrzyskie,3788,0,0,1974,25,1949,137,75,306,1298.0,123,10.0
260804,gm. Pińczów,pińczowski,świętokrzyskie,17727,0,0,9539,92,9447,1609,520,921,5383.0,832,182.0
260805,gm. Złota,pińczowski,świętokrzyskie,3824,0,0,1863,18,1845,113,62,328,1133.0,145,64.0
260901,m. Sandomierz,sandomierski,świętokrzyskie,19306,6,2,11239,96,11143,2551,766,1457,4613.0,1526,230.0
260902,gm. Dwikozy,sandomierski,świętokrzyskie,7140,0,0,3444,46,3398,405,234,676,1760.0,269,54.0
260903,gm. Klimontów,sandomierski,świętokrzyskie,6580,0,0,3181,60,3121,245,139,437,2088.0,155,57.0
260904,gm. Koprzywnica,sandomierski,świętokrzyskie,5488,0,0,3098,51,3047,266,144,551,1892.0,147,47.0
260905,gm. Łoniów,sandomierski,świętokrzyskie,6059,0,0,3367,52,3315,145,155,824,2080.0,94,17.0
260906,gm. Obrazów,sandomierski,świętokrzyskie,5282,0,0,2610,40,2570,203,144,483,1547.0,156,37.0
260907,gm. Samborzec,sandomierski,świętokrzyskie,6999,0,0,3729,36,3693,298,246,754,2136.0,209,50.0
260908,gm. Wilczyce,sandomierski,świętokrzyskie,3097,0,0,1476,23,1453,119,98,332,819.0,67,18.0
260909,gm. Zawichost,sandomierski,świętokrzyskie,3633,0,0,1814,29,1785,155,67,328,1056.0,143,36.0
261001,m. Skarżysko-Kamienna,skarżyski,świętokrzyskie,36406,1,1,21470,156,21314,6168,1246,1036,9367.0,2930,567.0
261002,gm. Bliżyn,skarżyski,świętokrzyskie,6705,0,0,3598,53,3545,765,195,136,2029.0,326,94.0
261003,gm. Łączna,skarżyski,świętokrzyskie,4138,0,0,2327,33,2294,228,165,174,1520.0,143,64.0
261004,gm. Skarżysko Kościelne,skarżyski,świętokrzyskie,4953,0,0,2774,36,2738,460,192,218,1524.0,267,77.0
261005,gm. Suchedniów,skarżyski,świętokrzyskie,8292,0,0,4833,72,4761,1276,313,295,2273.0,489,115.0
261101,m. Starachowice,starachowicki,świętokrzyskie,39069,1,0,23490,197,23293,6594,1627,1085,10278.0,2988,721.0
261102,gm. Brody,starachowicki,świętokrzyskie,8843,0,0,4904,60,4844,706,358,264,3069.0,316,131.0
261103,gm. Mirzec,starachowicki,świętokrzyskie,6568,0,0,3984,56,3928,327,266,483,2572.0,199,81.0
261104,gm. Pawłów,starachowicki,świętokrzyskie,12011,0,0,6420,94,6326,439,424,388,4683.0,242,150.0
261105,gm. Wąchock,starachowicki,świętokrzyskie,5609,0,0,3203,41,3162,638,192,189,1745.0,303,95.0
261201,gm. Bogoria,staszowski,świętokrzyskie,6314,0,0,3328,51,3277,197,171,401,2327.0,131,50.0
261202,gm. Łubnice,staszowski,świętokrzyskie,3397,0,0,1882,19,1863,47,88,200,1419.0,75,34.0
261203,gm. Oleśnica,staszowski,świętokrzyskie,3219,0,0,1623,31,1592,79,65,307,1035.0,80,26.0
261204,gm. Osiek,staszowski,świętokrzyskie,6313,0,0,3653,41,3612,117,142,280,2897.0,130,46.0
261205,gm. Połaniec,staszowski,świętokrzyskie,9287,0,0,5531,58,5473,540,334,629,3506.0,373,91.0
261206,gm. Rytwiany,staszowski,świętokrzyskie,5177,0,0,2760,33,2727,215,170,274,1843.0,190,35.0
261207,gm. Staszów,staszowski,świętokrzyskie,21065,1,0,11475,111,11364,1476,619,1196,6603.0,1233,237.0
261208,gm. Szydłów,staszowski,świętokrzyskie,3820,0,0,2083,36,2047,76,98,495,1222.0,130,26.0
261301,gm. Kluczewsko,włoszczowski,świętokrzyskie,4290,0,0,2504,31,2473,96,111,311,1803.0,121,31.0
261302,gm. Krasocin,włoszczowski,świętokrzyskie,8537,0,0,4956,65,4891,354,301,497,3423.0,221,95.0
261303,gm. Moskorzew,włoszczowski,świętokrzyskie,2315,0,0,1248,12,1236,43,34,211,862.0,78,8.0
261304,gm. Radków,włoszczowski,świętokrzyskie,2098,0,0,1111,8,1103,43,50,262,664.0,78,6.0
261305,gm. Secemin,włoszczowski,świętokrzyskie,3997,0,0,2180,40,2140,115,114,358,1396.0,137,20.0
261306,gm. Włoszczowa,włoszczowski,świętokrzyskie,15981,1,0,9423,100,9323,682,536,1865,5343.0,778,119.0
266101,m. Kielce,Kielce,świętokrzyskie,151204,13,21,100933,663,100270,29909,6644,5758,40051.0,14487,3421.0
280101,m. Bartoszyce,bartoszycki,warmińsko-mazurskie,18238,0,0,10397,150,10247,3708,492,639,3960.0,1251,197.0
280102,m. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,3217,0,0,1716,26,1690,790,71,82,550.0,150,47.0
280103,gm. Bartoszyce,bartoszycki,warmińsko-mazurskie,8464,0,0,3946,102,3844,840,234,475,1940.0,275,80.0
280104,gm. Bisztynek,bartoszycki,warmińsko-mazurskie,4995,0,0,2127,67,2060,370,122,200,873.0,450,45.0
280105,gm. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,6388,0,0,2324,68,2256,878,92,178,853.0,180,75.0
280106,gm. Sępopol,bartoszycki,warmińsko-mazurskie,4973,0,0,2017,59,1958,507,78,155,985.0,177,56.0
280201,m. Braniewo,braniewski,warmińsko-mazurskie,13263,0,0,7426,112,7314,2244,460,772,2334.0,923,581.0
280202,gm. Braniewo,braniewski,warmińsko-mazurskie,4772,0,0,2039,53,1986,374,115,362,845.0,144,146.0
280203,gm. Frombork,braniewski,warmińsko-mazurskie,3079,0,0,1518,20,1498,447,91,146,542.0,200,72.0
280204,gm. Lelkowo,braniewski,warmińsko-mazurskie,2332,0,0,881,39,842,248,30,101,390.0,55,18.0
280205,gm. Pieniężno,braniewski,warmińsko-mazurskie,5069,0,0,2215,35,2180,557,91,309,1020.0,158,45.0
280206,gm. Płoskinia,braniewski,warmińsko-mazurskie,2011,0,0,874,17,857,185,35,123,391.0,77,46.0
280207,gm. Wilczęta,braniewski,warmińsko-mazurskie,2309,0,0,1047,30,1017,296,40,113,447.0,100,21.0
280301,m. Działdowo,działdowski,warmińsko-mazurskie,16671,0,0,9461,132,9329,2844,495,1001,3774.0,998,217.0
280302,gm. Działdowo,działdowski,warmińsko-mazurskie,7336,0,0,3217,101,3116,429,141,637,1657.0,187,65.0
280303,gm. Iłowo-Osada,działdowski,warmińsko-mazurskie,5561,0,0,2711,74,2637,490,175,307,1348.0,254,63.0
280304,gm. Lidzbark,działdowski,warmińsko-mazurskie,11249,0,2,5620,143,5477,773,299,1044,2675.0,551,135.0
280305,gm. Płośnica,działdowski,warmińsko-mazurskie,4530,0,0,2197,62,2135,213,91,569,1124.0,109,29.0
280306,gm. Rybno,działdowski,warmińsko-mazurskie,5762,0,0,3070,85,2985,391,179,344,1804.0,208,59.0
280401,gm. Elbląg,elbląski,warmińsko-mazurskie,5750,1,1,2794,36,2758,779,179,282,1089.0,339,90.0
280402,gm. Godkowo,elbląski,warmińsko-mazurskie,2484,0,0,1009,27,982,179,30,101,585.0,62,25.0
280403,gm. Gronowo Elbląskie,elbląski,warmińsko-mazurskie,3890,0,0,1813,47,1766,501,93,173,683.0,242,74.0
280404,gm. Markusy,elbląski,warmińsko-mazurskie,3145,0,0,1359,43,1316,301,75,145,658.0,105,32.0
280405,gm. Milejewo,elbląski,warmińsko-mazurskie,2678,0,0,1448,31,1417,344,116,157,595.0,165,40.0
280406,gm. Młynary,elbląski,warmińsko-mazurskie,3555,0,0,1746,41,1705,309,86,394,715.0,157,44.0
280407,gm. Pasłęk,elbląski,warmińsko-mazurskie,15076,0,0,7566,121,7445,2376,403,691,2860.0,888,227.0
280408,gm. Rychliki,elbląski,warmińsko-mazurskie,3005,0,0,1200,24,1176,279,48,169,526.0,126,28.0
280409,gm. Tolkmicko,elbląski,warmińsko-mazurskie,5134,0,1,2454,49,2405,609,146,235,1004.0,346,65.0
280501,m. Ełk,ełcki,warmińsko-mazurskie,44810,2,2,23917,244,23673,6284,2229,1893,9563.0,3522,182.0
280502,gm. Ełk,ełcki,warmińsko-mazurskie,8831,0,0,4116,82,4034,899,380,458,1763.0,497,37.0
280503,gm. Kalinowo,ełcki,warmińsko-mazurskie,5248,0,0,2101,52,2049,246,135,249,1248.0,153,18.0
280504,gm. Prostki,ełcki,warmińsko-mazurskie,5568,0,0,2184,44,2140,383,130,232,1196.0,183,16.0
280505,gm. Stare Juchy,ełcki,warmińsko-mazurskie,2989,0,0,1257,21,1236,212,85,207,590.0,136,6.0
280601,m. Giżycko,giżycki,warmińsko-mazurskie,22473,2,0,13000,170,12830,4354,915,1337,4243.0,1880,101.0
280604,gm. Giżycko,giżycki,warmińsko-mazurskie,6730,0,0,3530,68,3462,918,236,586,1337.0,357,28.0
280605,gm. Kruklanki,giżycki,warmińsko-mazurskie,2471,0,0,1240,32,1208,469,62,140,415.0,120,2.0
280606,gm. Miłki,giżycki,warmińsko-mazurskie,3024,0,0,1369,23,1346,201,92,268,661.0,117,7.0
280608,gm. Ryn,giżycki,warmińsko-mazurskie,4596,0,0,2119,55,2064,431,169,295,928.0,228,13.0
280610,gm. Wydminy,giżycki,warmińsko-mazurskie,5078,0,0,2365,65,2300,308,118,666,1007.0,189,12.0
280701,m. Iława,iławski,warmińsko-mazurskie,26767,5,1,15827,188,15639,4927,935,1814,5745.0,1868,350.0
280702,m. Lubawa,iławski,warmińsko-mazurskie,7513,0,0,4476,66,4410,1003,352,638,1926.0,385,106.0
280703,gm. Iława,iławski,warmińsko-mazurskie,9681,0,0,4927,109,4818,1111,312,675,2247.0,398,75.0
280704,gm. Kisielice,iławski,warmińsko-mazurskie,4739,0,0,2136,67,2069,454,111,263,1069.0,148,24.0
280705,gm. Lubawa,iławski,warmińsko-mazurskie,8193,0,0,4410,108,4302,406,312,741,2576.0,195,72.0
280706,gm. Susz,iławski,warmińsko-mazurskie,9618,0,1,4369,99,4270,949,341,434,2017.0,367,162.0
280707,gm. Zalewo,iławski,warmińsko-mazurskie,5507,0,0,2359,65,2294,510,162,362,1019.0,195,46.0
280801,m. Kętrzyn,kętrzyński,warmińsko-mazurskie,21199,2,0,11849,139,11710,2776,702,2404,4086.0,1686,56.0
280802,gm. Barciany,kętrzyński,warmińsko-mazurskie,4821,0,0,1796,46,1750,278,81,315,871.0,194,11.0
280803,gm. Kętrzyn,kętrzyński,warmińsko-mazurskie,6323,0,0,2763,74,2689,539,215,423,1141.0,343,28.0
280804,gm. Korsze,kętrzyński,warmińsko-mazurskie,7982,0,0,3335,94,3241,585,223,424,1522.0,463,24.0
