Kod TERYT,Gmina,Powiat,Województwo,Liczba wyborców uprawnionych do głosowania,Liczba otrzymanych kopert zwrotnych,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,PO,Konfederacja,PSL,PIS,SLD,Inne
101901,m. Zduńska Wola,zduńskowolski,łódzkie,32379,0,9,20374,209,20165,4607,1257,2944,8870.0,2312,175.0
101902,gm. Szadek,zduńskowolski,łódzkie,5911,0,1,3463,65,3398,395,192,667,1855.0,274,15.0
101903,gm. Zapolice,zduńskowolski,łódzkie,4108,0,0,2414,42,2372,337,154,412,1272.0,179,18.0
101904,gm. Zduńska Wola,zduńskowolski,łódzkie,9408,0,0,5722,83,5639,777,367,947,3028.0,443,77.0
102001,m. Głowno,zgierski,łódzkie,11515,0,0,6830,72,6758,1868,389,518,2733.0,1101,149.0
102002,m. Ozorków,zgierski,łódzkie,15122,0,1,9058,111,8947,2235,567,651,4033.0,1197,264.0
102003,m. Zgierz,zgierski,łódzkie,44295,4,1,29134,295,28839,8968,1609,1675,11138.0,4419,1030.0
102004,gm. Aleksandrów Łódzki,zgierski,łódzkie,24625,1,6,16953,145,16808,7536,993,684,5514.0,1845,236.0
102005,gm. Głowno,zgierski,łódzkie,3909,0,0,2272,30,2242,183,102,313,1399.0,219,26.0
102006,gm. Ozorków,zgierski,łódzkie,5711,0,0,3730,39,3691,623,205,319,2094.0,347,103.0
102007,gm. Parzęczew,zgierski,łódzkie,4119,0,0,2556,31,2525,510,159,258,1216.0,321,61.0
102008,gm. Stryków,zgierski,łódzkie,10035,0,0,6620,68,6552,1460,469,719,2806.0,954,144.0
102009,gm. Zgierz,zgierski,łódzkie,11591,0,0,7872,65,7807,2121,367,425,3415.0,1240,239.0
102101,m. Brzeziny,brzeziński,łódzkie,9810,0,0,6024,82,5942,1312,403,544,2895.0,788,0.0
102102,gm. Brzeziny,brzeziński,łódzkie,4527,0,0,2957,49,2908,432,217,388,1581.0,290,0.0
102103,gm. Dmosin,brzeziński,łódzkie,3663,0,0,2222,33,2189,255,133,296,1256.0,249,0.0
102104,gm. Jeżów,brzeziński,łódzkie,2717,0,0,1657,30,1627,164,81,319,991.0,72,0.0
102105,gm. Rogów,brzeziński,łódzkie,3779,0,0,2275,18,2257,359,179,227,1279.0,213,0.0
106101,m. Łódź,Łódź,łódzkie,531448,81,106,364881,2511,362370,135986,23654,14122,111676.0,76932,0.0
106201,m. Piotrków Trybunalski,Piotrków Trybunalski,łódzkie,57059,5,1,36410,346,36064,8383,2302,2201,15814.0,7364,0.0
106301,m. Skierniewice,Skierniewice,łódzkie,36858,3,1,24613,233,24380,6717,1681,2483,9909.0,3590,0.0
120101,m. Bochnia,bocheński,małopolskie,22856,0,5,14900,121,14779,3182,1063,1692,7567.0,1275,0.0
120102,gm. Bochnia,bocheński,małopolskie,15507,0,0,9630,123,9507,976,682,1147,6276.0,426,0.0
120103,gm. Drwinia,bocheński,małopolskie,5242,0,0,3319,43,3276,182,198,352,2442.0,102,0.0
120104,gm. Lipnica Murowana,bocheński,małopolskie,4332,1,0,2650,47,2603,136,115,299,1980.0,73,0.0
120105,gm. Łapanów,bocheński,małopolskie,6355,0,0,3896,86,3810,227,224,759,2473.0,127,0.0
120106,gm. Nowy Wiśnicz,bocheński,małopolskie,11044,0,0,7220,85,7135,671,481,711,4970.0,302,0.0
120107,gm. Rzezawa,bocheński,małopolskie,8776,0,0,5362,49,5313,516,364,455,3763.0,215,0.0
120108,gm. Trzciana,bocheński,małopolskie,4318,0,0,2853,33,2820,159,154,319,2135.0,53,0.0
120109,gm. Żegocina,bocheński,małopolskie,4117,0,0,2859,23,2836,127,166,208,2287.0,48,0.0
120201,gm. Borzęcin,brzeski,małopolskie,6744,0,0,3676,69,3607,268,396,428,2390.0,125,0.0
120202,gm. Brzesko,brzeski,małopolskie,28488,2,1,17263,174,17089,2573,1578,2305,9672.0,961,0.0
120203,gm. Czchów,brzeski,małopolskie,7467,0,0,4547,69,4478,305,339,583,3071.0,180,0.0
120204,gm. Dębno,brzeski,małopolskie,11383,0,0,6918,83,6835,650,579,920,4389.0,297,0.0
120205,gm. Gnojnik,brzeski,małopolskie,6092,0,0,3662,55,3607,205,272,317,2727.0,86,0.0
120206,gm. Iwkowa,brzeski,małopolskie,4971,0,0,3161,39,3122,100,167,500,2294.0,61,0.0
120207,gm. Szczurowa,brzeski,małopolskie,7631,0,0,3919,69,3850,217,263,691,2553.0,126,0.0
120301,gm. Alwernia,chrzanowski,małopolskie,10123,0,1,6260,93,6167,1437,459,499,3166.0,606,0.0
120302,gm. Babice,chrzanowski,małopolskie,7331,0,0,4731,79,4652,1119,325,404,2449.0,355,0.0
120303,gm. Chrzanów,chrzanowski,małopolskie,36537,3,3,22837,202,22635,7582,1623,1047,8918.0,3465,0.0
120304,gm. Libiąż,chrzanowski,małopolskie,17574,0,0,11262,134,11128,3008,680,493,5697.0,1250,0.0
120305,gm. Trzebinia,chrzanowski,małopolskie,26847,0,1,16730,191,16539,5302,1286,909,6900.0,2142,0.0
120401,gm. Bolesław,dąbrowski,małopolskie,2229,0,0,929,18,911,33,72,188,597.0,21,0.0
120402,gm. Dąbrowa Tarnowska,dąbrowski,małopolskie,16676,0,0,9475,110,9365,761,630,1368,6316.0,290,0.0
120403,gm. Gręboszów,dąbrowski,małopolskie,2751,0,0,1374,20,1354,28,57,308,935.0,26,0.0
120404,gm. Mędrzechów,dąbrowski,małopolskie,2846,0,0,1455,33,1422,59,159,262,900.0,42,0.0
120405,gm. Olesno,dąbrowski,małopolskie,6277,0,0,3351,35,3316,149,244,385,2468.0,70,0.0
120406,gm. Radgoszcz,dąbrowski,małopolskie,5844,0,1,3256,57,3199,99,166,303,2568.0,63,0.0
120407,gm. Szczucin,dąbrowski,małopolskie,10418,0,0,5386,87,5299,316,302,773,3669.0,239,0.0
120501,m. Gorlice,gorlicki,małopolskie,21968,8,0,12790,201,12589,3464,733,1147,6013.0,1232,0.0
120502,gm. Biecz,gorlicki,małopolskie,13416,3,0,7496,85,7411,687,419,890,4977.0,438,0.0
120503,gm. Bobowa,gorlicki,małopolskie,7372,0,0,4442,68,4374,301,290,308,3337.0,138,0.0
120504,gm. Gorlice,gorlicki,małopolskie,13672,2,0,7991,91,7900,1018,528,856,5019.0,479,0.0
120505,gm. Lipinki,gorlicki,małopolskie,5447,0,0,3137,40,3097,296,171,309,2185.0,136,0.0
120506,gm. Łużna,gorlicki,małopolskie,6605,0,0,3796,60,3736,334,254,398,2590.0,160,0.0
120507,gm. Moszczenica,gorlicki,małopolskie,3832,0,0,2149,18,2131,151,139,176,1595.0,70,0.0
120508,gm. Ropa,gorlicki,małopolskie,4139,0,0,2483,37,2446,199,152,264,1746.0,85,0.0
120509,gm. Sękowa,gorlicki,małopolskie,4022,0,0,2290,33,2257,397,113,335,1255.0,157,0.0
120510,gm. Uście Gorlickie,gorlicki,małopolskie,5519,0,0,2971,61,2910,513,199,412,1530.0,256,0.0
120601,gm. Czernichów,krakowski,małopolskie,11441,1,0,7096,63,7033,1256,545,560,3950.0,632,90.0
120602,gm. Igołomia-Wawrzeńczyce,krakowski,małopolskie,6201,1,0,3374,41,3333,483,211,290,2136.0,186,27.0
120603,gm. Iwanowice,krakowski,małopolskie,7248,0,0,4511,64,4447,667,263,433,2751.0,276,57.0
120604,gm. Jerzmanowice-Przeginia,krakowski,małopolskie,8812,1,0,5756,88,5668,751,429,473,3627.0,338,50.0
120605,gm. Kocmyrzów-Luborzyca,krakowski,małopolskie,12199,1,0,7607,62,7545,1566,552,745,3960.0,643,79.0
120606,gm. Krzeszowice,krakowski,małopolskie,25711,3,0,16471,185,16286,3873,1210,1341,8076.0,1564,222.0
120607,gm. Liszki,krakowski,małopolskie,13357,0,0,8633,89,8544,1506,662,635,5069.0,562,110.0
120608,gm. Michałowice,krakowski,małopolskie,8134,1,0,5547,38,5509,1670,392,413,2449.0,506,79.0
120609,gm. Mogilany,krakowski,małopolskie,10882,0,0,7647,88,7559,2057,602,564,3596.0,624,116.0
120610,gm. Skała,krakowski,małopolskie,8358,0,0,5375,64,5311,935,383,465,3040.0,425,63.0
120611,gm. Skawina,krakowski,małopolskie,33658,0,0,21372,216,21156,4741,1815,1628,10719.0,1933,320.0
120612,gm. Słomniki,krakowski,małopolskie,10806,0,3,6325,59,6266,873,486,537,3855.0,455,60.0
120613,gm. Sułoszowa,krakowski,małopolskie,4605,0,0,3037,44,2993,187,141,509,2037.0,102,17.0
120614,gm. Świątniki Górne,krakowski,małopolskie,7986,0,0,5114,42,5072,1089,495,340,2652.0,378,118.0
120615,gm. Wielka Wieś,krakowski,małopolskie,9756,0,0,6969,66,6903,1864,549,587,3158.0,655,90.0
120616,gm. Zabierzów,krakowski,małopolskie,21055,0,4,14963,142,14821,4218,1257,1336,6261.0,1544,205.0
120617,gm. Zielonki,krakowski,małopolskie,16620,0,0,12095,88,12007,4127,977,937,4452.0,1356,158.0
120701,m. Limanowa,limanowski,małopolskie,11762,1,0,7617,52,7565,1076,615,959,4463.0,452,0.0
120702,m. Mszana Dolna,limanowski,małopolskie,6120,0,0,3726,32,3694,581,265,399,2227.0,222,0.0
120703,gm. Dobra,limanowski,małopolskie,7696,3,0,4384,46,4338,340,397,465,2993.0,143,0.0
120704,gm. Jodłownik,limanowski,małopolskie,6613,0,0,3846,82,3764,196,369,390,2702.0,107,0.0
120705,gm. Kamienica,limanowski,małopolskie,5898,0,0,3477,64,3413,206,227,276,2629.0,75,0.0
120706,gm. Laskowa,limanowski,małopolskie,6077,0,0,4220,61,4159,180,263,241,3400.0,75,0.0
120707,gm. Limanowa,limanowski,małopolskie,19107,2,0,12427,134,12293,566,695,1720,8975.0,337,0.0
120708,gm. Łukowica,limanowski,małopolskie,7458,0,0,4728,62,4666,175,203,896,3277.0,115,0.0
120709,gm. Mszana Dolna,limanowski,małopolskie,13229,3,0,8000,93,7907,498,495,551,6163.0,200,0.0
120710,gm. Niedźwiedź,limanowski,małopolskie,5427,0,0,2786,60,2726,212,166,286,1988.0,74,0.0
120711,gm. Słopnice,limanowski,małopolskie,4880,0,0,3051,31,3020,139,249,138,2445.0,49,0.0
120712,gm. Tymbark,limanowski,małopolskie,4945,0,0,3286,36,3250,224,224,307,2399.0,96,0.0
120801,gm. Charsznica,miechowski,małopolskie,6123,0,0,3332,31,3301,290,209,405,2069.0,265,63.0
120802,gm. Gołcza,miechowski,małopolskie,4979,0,0,2898,36,2862,255,121,450,1854.0,163,19.0
120803,gm. Kozłów,miechowski,małopolskie,3834,0,0,1957,28,1929,125,96,129,1415.0,115,49.0
120804,gm. Książ Wielki,miechowski,małopolskie,4230,0,0,2413,30,2383,182,111,251,1620.0,194,25.0
120805,gm. Miechów,miechowski,małopolskie,15677,0,0,9231,87,9144,1591,606,926,5006.0,855,160.0
120806,gm. Racławice,miechowski,małopolskie,2063,0,0,1012,16,996,84,51,119,675.0,53,14.0
120807,gm. Słaboszów,miechowski,małopolskie,2913,0,0,1432,22,1410,102,60,154,979.0,95,20.0
120901,gm. Dobczyce,myślenicki,małopolskie,11725,0,0,7492,101,7391,1494,820,481,4121.0,475,0.0
120902,gm. Lubień,myślenicki,małopolskie,7667,0,0,4819,55,4764,444,338,297,3513.0,172,0.0
120903,gm. Myślenice,myślenicki,małopolskie,34151,11,1,22609,215,22394,5374,1803,1385,12499.0,1333,0.0
120904,gm. Pcim,myślenicki,małopolskie,8585,0,0,5560,82,5478,658,365,348,3892.0,215,0.0
120905,gm. Raciechowice,myślenicki,małopolskie,5066,0,0,2822,38,2784,349,214,241,1829.0,151,0.0
120906,gm. Siepraw,myślenicki,małopolskie,6924,0,0,4422,31,4391,895,364,250,2654.0,228,0.0
120907,gm. Sułkowice,myślenicki,małopolskie,11476,0,4,6895,104,6791,1134,561,554,4109.0,433,0.0
120908,gm. Tokarnia,myślenicki,małopolskie,6669,0,0,4345,43,4302,353,222,315,3282.0,130,0.0
120909,gm. Wiśniowa,myślenicki,małopolskie,5679,2,0,3690,39,3651,344,283,216,2712.0,96,0.0
121001,m. Grybów,nowosądecki,małopolskie,4702,0,0,3135,52,3083,341,306,182,2095.0,159,0.0
121002,gm. Chełmiec,nowosądecki,małopolskie,21513,1,0,13944,160,13784,1428,921,734,9846.0,855,0.0
121003,gm. Gródek nad Dunajcem,nowosądecki,małopolskie,7137,0,0,4331,63,4268,289,195,314,3300.0,170,0.0
121004,gm. Grybów,nowosądecki,małopolskie,18773,0,0,12823,158,12665,720,1118,595,9889.0,343,0.0
121005,gm. Kamionka Wielka,nowosądecki,małopolskie,7774,0,0,5278,62,5216,357,352,291,3956.0,260,0.0
121006,gm. Korzenna,nowosądecki,małopolskie,11062,0,0,7012,96,6916,343,358,460,5568.0,187,0.0
121007,gm. Krynica-Zdrój,nowosądecki,małopolskie,15268,0,1,9698,123,9575,2107,637,923,4889.0,1019,0.0
121008,gm. Łabowa,nowosądecki,małopolskie,4429,0,0,2674,43,2631,286,134,112,2000.0,99,0.0
121009,gm. Łącko,nowosądecki,małopolskie,12283,0,0,7672,118,7554,507,505,575,5718.0,249,0.0
121010,gm. Łososina Dolna,nowosądecki,małopolskie,8232,0,0,5472,62,5410,348,239,280,4392.0,151,0.0
121011,gm. Muszyna,nowosądecki,małopolskie,9474,0,0,5771,79,5692,1219,409,349,3380.0,335,0.0
121012,gm. Nawojowa,nowosądecki,małopolskie,6362,0,0,3997,53,3944,369,193,203,2954.0,225,0.0
121013,gm. Piwniczna-Zdrój,nowosądecki,małopolskie,8506,0,0,4844,52,4792,561,257,293,3407.0,274,0.0
121014,gm. Podegrodzie,nowosądecki,małopolskie,9762,0,0,6402,106,6296,386,380,435,4843.0,252,0.0
121015,gm. Rytro,nowosądecki,małopolskie,2910,0,0,1809,19,1790,172,99,98,1314.0,107,0.0
121016,gm. Stary Sącz,nowosądecki,małopolskie,18162,0,1,11566,149,11417,1283,752,762,7909.0,711,0.0
121101,m. Nowy Targ,nowotarski,małopolskie,25924,4,0,15024,144,14880,3701,1380,957,7311.0,1531,0.0
121102,gm. Szczawnica,nowotarski,małopolskie,6501,1,0,3832,47,3785,1029,344,264,1845.0,303,0.0
121103,gm. Czarny Dunajec,nowotarski,małopolskie,17404,0,0,7928,130,7798,752,611,407,5832.0,196,0.0
121104,gm. Czorsztyn,nowotarski,małopolskie,6049,0,0,3348,36,3312,568,293,249,1990.0,212,0.0
121105,gm. Jabłonka,nowotarski,małopolskie,14317,0,0,8100,114,7986,420,671,271,6473.0,151,0.0
121106,gm. Krościenko nad Dunajcem,nowotarski,małopolskie,5362,1,0,3170,46,3124,524,216,215,2000.0,169,0.0
121107,gm. Lipnica Wielka,nowotarski,małopolskie,4530,0,0,2535,53,2482,130,164,113,2020.0,55,0.0
121108,gm. Łapsze Niżne,nowotarski,małopolskie,7326,0,0,3706,88,3618,361,247,263,2598.0,149,0.0
121109,gm. Nowy Targ,nowotarski,małopolskie,18490,0,0,9717,149,9568,1065,742,767,6620.0,374,0.0
121110,gm. Ochotnica Dolna,nowotarski,małopolskie,6518,0,0,3797,66,3731,273,226,208,2934.0,90,0.0
121111,gm. Raba Wyżna,nowotarski,małopolskie,11181,0,0,6114,59,6055,564,381,358,4512.0,240,0.0
121112,gm. Rabka-Zdrój,nowotarski,małopolskie,13870,2,1,8337,83,8254,1452,544,597,5075.0,586,0.0
121113,gm. Spytkowice,nowotarski,małopolskie,3489,0,0,1915,16,1899,157,90,90,1500.0,62,0.0
121114,gm. Szaflary,nowotarski,małopolskie,8435,0,0,3923,38,3885,376,305,209,2890.0,105,0.0
121201,m. Bukowno,olkuski,małopolskie,8164,1,0,5018,42,4976,1243,349,375,2142.0,804,63.0
121203,gm. Bolesław,olkuski,małopolskie,6420,0,0,3729,54,3675,865,257,328,1603.0,582,40.0
121204,gm. Klucze,olkuski,małopolskie,12246,0,0,7886,78,7808,1571,490,1563,3436.0,696,52.0
121205,gm. Olkusz,olkuski,małopolskie,38531,4,0,25472,212,25260,5700,1846,2317,12628.0,2550,219.0
121206,gm. Trzyciąż,olkuski,małopolskie,5696,0,0,3490,41,3449,278,171,456,2358.0,162,24.0
121207,gm. Wolbrom,olkuski,małopolskie,18395,0,2,11539,131,11408,1927,748,1076,6855.0,729,73.0
121301,m. Oświęcim,oświęcimski,małopolskie,29967,1,0,19415,161,19254,6567,1194,1137,7716.0,2640,0.0
121302,gm. Brzeszcze,oświęcimski,małopolskie,16723,3,0,10998,104,10894,2551,632,864,5516.0,1331,0.0
121303,gm. Chełmek,oświęcimski,małopolskie,10149,0,0,6438,66,6372,2030,410,272,3035.0,625,0.0
121304,gm. Kęty,oświęcimski,małopolskie,26364,0,7,17113,168,16945,4700,1099,1358,8461.0,1327,0.0
121305,gm. Osiek,oświęcimski,małopolskie,6461,0,0,4012,55,3957,596,276,451,2338.0,296,0.0
121306,gm. Oświęcim,oświęcimski,małopolskie,14736,0,0,10115,95,10020,2618,597,726,4968.0,1111,0.0
121307,gm. Polanka Wielka,oświęcimski,małopolskie,3401,0,0,2266,31,2235,314,135,482,1176.0,128,0.0
121308,gm. Przeciszów,oświęcimski,małopolskie,5396,0,0,3370,54,3316,715,197,384,1741.0,279,0.0
121309,gm. Zator,oświęcimski,małopolskie,7439,0,0,4642,57,4585,1099,312,324,2534.0,316,0.0
121401,gm. Koniusza,proszowicki,małopolskie,7006,0,0,3893,55,3838,291,218,598,2528.0,203,0.0
121402,gm. Koszyce,proszowicki,małopolskie,4531,0,0,2194,33,2161,114,107,405,1425.0,110,0.0
121403,gm. Nowe Brzesko,proszowicki,małopolskie,4635,0,0,2659,49,2610,224,139,398,1701.0,148,0.0
121404,gm. Pałecznica,proszowicki,małopolskie,2850,0,0,1613,24,1589,29,46,567,917.0,30,0.0
121405,gm. Proszowice,proszowicki,małopolskie,13165,0,0,7474,95,7379,805,485,1242,4376.0,471,0.0
121406,gm. Radziemice,proszowicki,małopolskie,2729,0,0,1475,24,1451,68,76,298,956.0,53,0.0
121501,m. Jordanów,suski,małopolskie,4153,0,0,2550,34,2516,449,226,231,1384.0,226,0.0
121502,m. Sucha Beskidzka,suski,małopolskie,7505,0,2,4695,45,4650,1316,384,407,2107.0,436,0.0
121503,gm. Budzów,suski,małopolskie,6737,0,0,3768,81,3687,359,316,324,2556.0,132,0.0
121504,gm. Bystra-Sidzina,suski,małopolskie,5334,0,0,2864,36,2828,246,213,262,1973.0,134,0.0
121505,gm. Jordanów,suski,małopolskie,8611,0,0,4987,50,4937,406,340,339,3645.0,207,0.0
121506,gm. Maków Podhalański,suski,małopolskie,12645,0,0,7760,98,7662,1257,593,622,4738.0,452,0.0
121507,gm. Stryszawa,suski,małopolskie,9495,0,0,5875,62,5813,841,424,419,3773.0,356,0.0
121508,gm. Zawoja,suski,małopolskie,7436,0,0,4277,63,4214,604,264,314,2776.0,256,0.0
121509,gm. Zembrzyce,suski,małopolskie,4482,0,0,2757,32,2725,529,229,260,1573.0,134,0.0
121601,gm. Ciężkowice,tarnowski,małopolskie,8812,1,0,4965,56,4909,295,244,856,3326.0,188,0.0
121602,gm. Gromnik,tarnowski,małopolskie,6889,0,0,3904,55,3849,127,209,456,2975.0,82,0.0
121603,gm. Lisia Góra,tarnowski,małopolskie,11723,0,0,7082,84,6998,618,491,767,4826.0,296,0.0
121604,gm. Pleśna,tarnowski,małopolskie,9393,0,0,5535,65,5470,464,325,859,3609.0,213,0.0
121605,gm. Radłów,tarnowski,małopolskie,7731,0,0,4266,52,4214,391,318,557,2790.0,158,0.0
121606,gm. Ryglice,tarnowski,małopolskie,9083,1,0,5152,73,5079,424,308,486,3686.0,175,0.0
121607,gm. Rzepiennik Strzyżewski,tarnowski,małopolskie,5346,0,0,3275,38,3237,135,168,339,2516.0,79,0.0
121608,gm. Skrzyszów,tarnowski,małopolskie,11121,0,0,6783,81,6702,765,459,674,4518.0,286,0.0
121609,gm. Tarnów,tarnowski,małopolskie,20202,1,2,12871,101,12770,1853,936,1448,7745.0,788,0.0
121610,gm. Tuchów,tarnowski,małopolskie,14055,6,0,8226,128,8098,640,509,893,5745.0,311,0.0
121611,gm. Wierzchosławice,tarnowski,małopolskie,8534,0,0,5296,72,5224,597,330,815,3229.0,253,0.0
121612,gm. Wietrzychowice,tarnowski,małopolskie,3267,0,0,1562,25,1537,71,74,388,957.0,47,0.0
121613,gm. Wojnicz,tarnowski,małopolskie,10615,0,0,6283,80,6203,638,504,722,4071.0,268,0.0
121614,gm. Zakliczyn,tarnowski,małopolskie,9674,1,0,5666,103,5563,345,377,619,3862.0,360,0.0
121615,gm. Żabno,tarnowski,małopolskie,15085,0,0,8320,118,8202,784,476,1408,5228.0,306,0.0
121616,gm. Szerzyny,tarnowski,małopolskie,6287,0,0,3674,62,3612,155,192,385,2807.0,73,0.0
121701,m. Zakopane,tatrzański,małopolskie,24278,3,0,16236,118,16118,5276,1185,841,7226.0,1590,0.0
121702,gm. Biały Dunajec,tatrzański,małopolskie,5650,0,0,2961,37,2924,272,245,258,2059.0,90,0.0
121703,gm. Bukowina Tatrzańska,tatrzański,małopolskie,10611,0,0,6127,60,6067,944,389,356,4155.0,223,0.0
121704,gm. Kościelisko,tatrzański,małopolskie,7077,1,0,3972,30,3942,782,362,220,2348.0,230,0.0
121705,gm. Poronin,tatrzański,małopolskie,9177,0,0,4985,65,4920,807,443,240,3246.0,184,0.0
121801,gm. Andrychów,wadowicki,małopolskie,33905,4,0,21667,240,21427,4998,1591,1642,11410.0,1786,0.0
121802,gm. Brzeźnica,wadowicki,małopolskie,8171,0,1,4953,66,4887,881,362,514,2728.0,402,0.0
121803,gm. Kalwaria Zebrzydowska,wadowicki,małopolskie,15917,0,0,9517,86,9431,1821,656,1477,4840.0,637,0.0
121804,gm. Lanckorona,wadowicki,małopolskie,4873,1,1,2809,50,2759,474,224,284,1614.0,163,0.0
121805,gm. Mucharz,wadowicki,małopolskie,3243,0,0,2029,22,2007,332,123,277,1144.0,131,0.0
121806,gm. Spytkowice,wadowicki,małopolskie,8092,0,0,4870,97,4773,675,346,531,2966.0,255,0.0
121807,gm. Stryszów,wadowicki,małopolskie,5470,1,0,3223,48,3175,548,211,334,1858.0,224,0.0
121808,gm. Tomice,wadowicki,małopolskie,6193,0,2,3719,57,3662,653,244,545,1967.0,253,0.0
121809,gm. Wadowice,wadowicki,małopolskie,30119,0,0,18717,249,18468,4919,1090,1985,9129.0,1345,0.0
121810,gm. Wieprz,wadowicki,małopolskie,9517,0,0,6025,77,5948,878,303,792,3699.0,276,0.0
121901,gm. Biskupice,wielicki,małopolskie,7947,0,1,5056,74,4982,728,381,733,2870.0,270,0.0
121902,gm. Gdów,wielicki,małopolskie,14058,1,4,8756,101,8655,756,731,1779,4926.0,463,0.0
121903,gm. Kłaj,wielicki,małopolskie,8387,0,0,5317,62,5255,999,451,716,2652.0,437,0.0
121904,gm. Niepołomice,wielicki,małopolskie,21744,0,0,14529,94,14435,3286,1319,1678,6923.0,1229,0.0
121905,gm. Wieliczka,wielicki,małopolskie,45781,0,2,30188,261,29927,8636,2344,3286,13251.0,2410,0.0
126101,m. Kraków,Kraków,małopolskie,607616,116,143,432677,2444,430233,151854,35771,26877,144184.0,65015,6532.0
126201,m. Nowy Sącz,Nowy Sącz,małopolskie,63838,10,0,41452,280,41172,9261,2888,1991,21581.0,5451,0.0
126301,m. Tarnów,Tarnów,małopolskie,87596,17,7,54000,394,53606,12420,3807,7688,23988.0,5703,0.0
140101,gm. Białobrzegi,białobrzeski,mazowieckie,8176,0,0,5294,80,5214,1295,240,492,2811.0,324,52.0
140102,gm. Promna,białobrzeski,mazowieckie,4466,0,0,2597,24,2573,219,138,486,1599.0,107,24.0
140103,gm. Radzanów,białobrzeski,mazowieckie,3018,0,0,1858,24,1834,69,49,364,1288.0,44,20.0
140104,gm. Stara Błotnica,białobrzeski,mazowieckie,4221,0,4,2529,51,2478,122,89,250,1915.0,71,31.0
140105,gm. Stromiec,białobrzeski,mazowieckie,4441,1,0,2396,57,2339,204,105,177,1729.0,100,24.0
140106,gm. Wyśmierzyce,białobrzeski,mazowieckie,2354,0,0,1390,18,1372,132,70,129,999.0,34,8.0
140201,m. Ciechanów,ciechanowski,mazowieckie,34850,1,0,21461,198,21263,4665,1093,3160,9717.0,2291,337.0
140202,gm. Ciechanów,ciechanowski,mazowieckie,5663,0,0,3104,35,3069,490,156,412,1643.0,327,41.0
140203,gm. Glinojeck,ciechanowski,mazowieckie,6144,0,0,3089,69,3020,291,184,485,1814.0,205,41.0
140204,gm. Gołymin-Ośrodek,ciechanowski,mazowieckie,3070,0,0,1557,33,1524,96,89,174,1086.0,59,20.0
140205,gm. Grudusk,ciechanowski,mazowieckie,2901,0,0,1593,31,1562,91,56,194,1117.0,90,14.0
140206,gm. Ojrzeń,ciechanowski,mazowieckie,3473,1,0,1798,70,1728,120,90,212,1182.0,104,20.0
140207,gm. Opinogóra Górna,ciechanowski,mazowieckie,4747,0,0,2560,47,2513,192,134,410,1584.0,160,33.0
140208,gm. Regimin,ciechanowski,mazowieckie,4017,0,0,2235,45,2190,199,86,230,1528.0,130,17.0
140209,gm. Sońsk,ciechanowski,mazowieckie,6222,0,0,3442,57,3385,273,171,492,2164.0,220,65.0
140301,m. Garwolin,garwoliński,mazowieckie,13266,0,0,9068,77,8991,1702,632,981,4705.0,673,298.0
140302,m. Łaskarzew,garwoliński,mazowieckie,3867,0,0,2411,41,2370,286,130,400,1419.0,101,34.0
140303,gm. Borowie,garwoliński,mazowieckie,4168,0,0,2566,30,2536,159,130,240,1884.0,80,43.0
140304,gm. Garwolin,garwoliński,mazowieckie,9987,0,0,6390,76,6314,686,412,850,3952.0,281,133.0
140305,gm. Górzno,garwoliński,mazowieckie,5094,0,0,3252,39,3213,163,156,342,2423.0,84,45.0
140306,gm. Łaskarzew,garwoliński,mazowieckie,4231,0,0,2589,42,2547,181,149,300,1778.0,98,41.0
140307,gm. Maciejowice,garwoliński,mazowieckie,5675,0,0,3308,52,3256,189,125,320,2432.0,134,56.0
140308,gm. Miastków Kościelny,garwoliński,mazowieckie,3775,0,0,2358,43,2315,142,113,244,1716.0,69,31.0
140309,gm. Parysów,garwoliński,mazowieckie,3208,0,0,1847,31,1816,61,79,193,1409.0,46,28.0
140310,gm. Pilawa,garwoliński,mazowieckie,8410,0,0,5296,64,5232,594,313,493,3504.0,237,91.0
140311,gm. Sobolew,garwoliński,mazowieckie,6349,0,0,3899,50,3849,273,197,332,2892.0,111,44.0
140312,gm. Trojanów,garwoliński,mazowieckie,5840,0,0,3652,41,3611,159,168,336,2795.0,125,28.0
140313,gm. Wilga,garwoliński,mazowieckie,4282,0,0,2545,27,2518,304,152,369,1481.0,162,50.0
140314,gm. Żelechów,garwoliński,mazowieckie,6531,0,0,4010,60,3950,255,188,399,2896.0,150,62.0
140401,m. Gostynin,gostyniński,mazowieckie,14733,2,0,8759,116,8643,2291,499,798,3908.0,1054,93.0
140402,gm. Gostynin,gostyniński,mazowieckie,9900,0,0,5233,97,5136,736,246,596,3099.0,397,62.0
140403,gm. Pacyna,gostyniński,mazowieckie,2932,0,0,1598,57,1541,70,55,248,1080.0,68,20.0
140404,gm. Sanniki,gostyniński,mazowieckie,4949,0,0,2830,40,2790,183,118,554,1817.0,94,24.0
140405,gm. Szczawin Kośc.,gostyniński,mazowieckie,4052,0,0,2044,32,2012,163,96,336,1295.0,114,8.0
